Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_710007	CDS	-2	477861	479726	no		Peptidyl-prolyl cis-trans isomerase ppiD	1135.9	05EIN	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_710008	CDS	-3	479858	480130	no	hupB	DNA-binding protein HU-beta	169.1	05K70	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_710009	CDS	-3	480299	480766	no		Poly(Hydroxyalcanoate) granule associated protein	284.3	05ZUK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_710011	CDS	2	481721	482194	no	iscR	DNA-binding transcriptional dual regulator IscR	304.3	08ZF1	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_710012	CDS	3	482196	483413	no	iscS	cysteine desulfurase	803.5	05C3J	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_710013	CDS	2	483518	483904	no	iscU	scaffold protein for iron-sulfur cluster assembly	255.4	07XTC	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_710014	CDS	2	483941	484261	no	iscA	iron-sulfur cluster insertion protein IscA	222.6	08Z4V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_710015	CDS	1	484381	484896	no	hscB	Co-chaperone protein HscB homolog	329.7	08SWN	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_710016	CDS	2	484934	486793	no	hscA	iron-sulfur cluster biosynthesis chaperone HscA	1174.8	05C9I	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_710017	CDS	3	486810	487007	no		reduced ferredoxin (fragment)	137.9	08ZIT	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_740001	CDS	-3	489863	490609	no	ssuC	Putative aliphatic sulfonates transport permease protein SsuC	469.2	066BY	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_740002	CDS	-1	490609	491568	no		"ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components"	606.7	07H6K	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_740003	CDS	-1	491677	492336	no		transposase	322.8	08S77	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_740007	CDS	-1	494377	495726	no		Phospholipase	901	08MPB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_740008	CDS	-3	496001	497026	no		"Transcriptional regulator, AraC family"	677.9	05D3F	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_740009	CDS	1	497170	497940	no		"Oxidoreductase, short chain dehydrogenase/reductase family protein"	489.2	05EK9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_740010	CDS	3	498186	499322	no	mmgC	Acyl-CoA dehydrogenase	736.5	05C1G	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_760001	CDS	-1	501301	501636	no		protein of unknown function	209.1	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_760002	CDS	-1	501667	501819	no		protein of unknown function	80.9	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_780001	CDS	-3	503678	503914	no		RNA polymerase subunit alpha (fragment)	151.8	04REE	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_780002	CDS	-2	503991	504380	no	rpsK	30S ribosomal subunit protein S11	248.4	04U6Y	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_780003	CDS	-1	504403	504768	no	rpsM	30S ribosomal subunit protein S13	228	04UAU	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_780004	CDS	-2	504936	505154	no	infA	translation initiation factor IF-1	148.3	04VM5	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_790002	CDS	3	505848	506207	no		protein of unknown function	228	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800002	CDS	-1	506968	507261	no		exported protein of unknown function	179.5	079I2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800003	CDS	-3	507374	508831	no		OmpA-like domain-containing protein	891	05W44	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800004	CDS	-2	508992	510227	no		Dihydroorotase	813.9	05CD3	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_800005	CDS	-1	510238	511254	no	pyrB	Aspartate carbamoyltransferase	656.4	05CXT	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_800007	CDS	1	512125	514329	no	rlmL	23S rRNA m2G2445 methyltransferase / 23S rRNA m7G2069 methyltransferase	1480.3	05C4H	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800010	CDS	-1	515968	518547	no	clpB	ClpB chaperone	1630.5	05C2Z	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800011	CDS	-1	518938	519360	no	yhfA	OsmC family protein	282.3	08UKZ	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800012	CDS	1	519508	520215	no	crp	DNA-binding transcriptional dual regulator CRP	450.7	07RYR	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800013	CDS	3	520404	521453	no	tas	putative NADP(H)-dependent aldo-keto reductase Tas	702.2	05CPC	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_800014	CDS	-3	521579	522352	no		"Peptidase, M48 family"	486.1	07U7Y	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800016	CDS	-1	523045	524364	no	purA	adenylosuccinate synthetase	885.6	05C91	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_800017	CDS	-1	524434	525600	no	hisZ	ATP phosphoribosyltransferase regulatory subunit	770	05C49	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_800019	CDS	-3	526631	527086	no		AsnC family transcriptional regulator	297.4	05EW9	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800020	CDS	2	527249	527473	no		protein of unknown function	144.1	08KTJ	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_800021	CDS	2	527540	527995	no		membrane protein of unknown function	303.9	08KTJ	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_800022	CDS	1	527992	528291	no		conserved membrane protein of unknown function	167.2	0671D	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_800024	CDS	-2	528723	529757	no	cbbGP	"Glyceraldehyde-3-phosphate dehydrogenase, plasmid"	671.4	05C17	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_800025	CDS	3	530151	532844	no	alaS	alanine--tRNA ligase/DNA-binding transcriptional repressor	1743.4	05CIM	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800026	CDS	3	532911	534191	no		Aspartate kinase	808.1	05CFH	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_800027	CDS	3	534465	534719	no	csrA	Translational regulator CsrA	162.2	05VM8	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_800028	CDS	-2	534777	535355	no	rnhB	RNase HII	362.5	08UH2	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800029	CDS	-3	535418	535780	no		conserved exported protein of unknown function	78.2	06XHH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800030	CDS	-1	535918	536307	no		conserved exported protein of unknown function	233	06XHH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800031	CDS	3	536532	537086	no		Cytochrome b	378.3	05WQB	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_800032	CDS	-3	537113	537475	no		conserved protein of unknown function	65.9	06XHH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800033	CDS	-3	537530	538531	no		Adenine deaminase	657.9	05EKD	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_800034	CDS	-2	538599	539921	no	adeP	adenine:H(+) symporter	816.2	05C7N	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800036	CDS	3	540759	542186	no	phrB	Deoxyribodipyrimidine photo-lyase	961.1	05CVP	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800037	CDS	-3	542183	542809	no		Metal-dependent hydrolase	392.5	05KWY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_800038	CDS	-3	542825	543604	no	yaaA	peroxide stress resistance protein YaaA	502.3	05D1Q	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_800039	CDS	2	543731	544360	no	rp	Alpha/beta hydrolase family protein	434.5	05HWI	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_810001	CDS	-3	546002	546262	no		Tyrosine-protein kinase JAK2	141.7	09WIK	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_820001	CDS	2	546467	547459	no		Integrase core domain protein	617.5	05F9F	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_830001	CDS	1	547651	548547	no		putative 3-keto-5-aminohexanoate cleavage enzyme	613.6	04STH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_830002	CDS	3	548547	549512	no	lcdH	L-carnitine dehydrogenase	644.8	04T6C	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_830003	CDS	2	549509	549949	no		3-hydroxybutyryl-CoA dehydratase	298.5	04UVB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_840001	CDS	1	550183	551946	no		conserved membrane protein of unknown function	1036.9	07VEN	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_880001	CDS	1	557068	557634	no		Resolvase/invertase-type recombinase catalytic domain-containing protein	364.8	08C33	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_880002	CDS	-1	557674	558069	no		Integrase catalytic domain-containing protein	263.5	05D4K	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_880003	CDS	-1	558136	558576	no		protein of unknown function	293.9	05D4K	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_890001	CDS	-2	558732	559793	no		protein of unknown function	201.8	08KM8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_930001	CDS	3	564048	564263	no		protein of unknown function	127.9	0B029	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_930002	CDS	3	564288	564731	no		protein of unknown function	271.6	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940001	CDS	2	564893	566833	no	yheS	ABC transporter ATP-binding protein YheS	1240.3	05C5H	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940003	CDS	-2	568011	570482	no	gyrB	DNA gyrase subunit B	1619.4	05C7D	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940004	CDS	-1	570535	571617	no	recF	DNA replication and repair protein RecF	710.3	05C3X	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940005	CDS	-1	571633	572781	no	dnaN	beta sliding clamp	710.7	05CZ8	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940006	CDS	-2	572892	574271	no	dnaA	chromosomal replication initiator protein DnaA	896	05CI4	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940007	CDS	3	574944	575078	no	rpmH	50S ribosomal subunit protein L34	84.3	05VG0	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940008	CDS	3	575112	575501	no	rnpA	RNase P protein component	252.7	05NVJ	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_940009	CDS	3	575511	575831	no		Putative membrane protein insertion efficiency factor	235.3	05VAS	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940010	CDS	2	575837	577600	no	yidC	membrane protein insertase YidC	1156.4	05DHW	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_940011	CDS	1	577702	579057	no	mnmE	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	864.8	05C1H	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940012	CDS	-3	579101	580246	no		MFS transporter	709.1	05PT2	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_940013	CDS	-2	580413	580682	no	rcnR	DNA-binding transcriptional repressor RcnR	171.4	05VEG	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940014	CDS	2	580736	581725	no	czcD	"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"	599.7	07SJ3	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_940015	CDS	3	581703	582533	no		Thiol:disulfide interchange protein DsbC	460.3	05T95	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_940016	CDS	-3	582590	582841	no		Transglycosylase	154.8	084HS	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940017	CDS	-1	583015	583542	no	hpt	hypoxanthine phosphoribosyltransferase	339.3	08UGV	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_940018	CDS	-3	583766	585082	no	guaD	guanine deaminase	889.8	07QUY	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_940020	CDS	3	585402	585884	no		conserved membrane protein of unknown function	102.1	06DI8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_940021	CDS	-2	586266	587414	no		Putative acid--amine ligase HI_0929	805.4	6032	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_940023	CDS	-2	587964	588365	no		protein of unknown function	266.2	05VNT	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_950002	CDS	3	589104	590630	no		Fumarate hydratase class I	1015.4	07GFK	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_950003	CDS	1	590734	591282	no		conserved exported protein of unknown function	62	05Z2Z	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_950004	CDS	-2	591288	591491	no		protein of unknown function	98.2	05RGD	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_960001	CDS	-3	591791	592033	no		protein of unknown function	157.1	COG3514	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_960002	CDS	-2	592020	592307	no		conserved protein of unknown function	193.4	05VU6	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_960003	CDS	3	592623	593051	no		Organic hydroperoxide resistance protein-like 2	282.3	08ZHJ	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_960004	CDS	3	593058	593300	no		protein of unknown function	115.5	08T3F	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_960005	CDS	1	593269	593541	no		conserved protein of unknown function	159.8	05MP0	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_980001	CDS	-1	596563	597237	no	gst	Glutathione S-transferase	413.3	08K3J	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_980002	CDS	-2	597369	597569	no		protein of unknown function	142.9	COG2801	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_990002	CDS	1	597838	597981	no		protein of unknown function	81.6	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_990003	CDS	-2	598272	598424	no		protein of unknown function	77.8	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1000001	CDS	1	599224	599637	no		protein of unknown function	272.7	04V6Q	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1000002	CDS	2	599708	600589	no		membrane protein of unknown function	542.7	04RQ2	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1010001	CDS	2	600692	601993	no	pgi	Glucose-6-phosphate isomerase	853.2	04RWH	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1020003	CDS	1	602590	602907	no		protein of unknown function	117.5	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1020004	CDS	2	602804	603283	no		protein of unknown function	304.7	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050001	CDS	1	611104	611523	no	ypeA	putative acetyltransferase YpeA	290.4	08R6G	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050002	CDS	-3	611534	612286	no	ycgJ	Putative methyltransferase YcgJ	486.5	08V1E	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050004	CDS	3	613374	613967	no	hisB	Imidazoleglycerol-phosphate dehydratase	402.5	05ECC	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050005	CDS	2	613967	614584	no	hisH	imidazole glycerol phosphate synthase subunit HisH	427.6	08UJE	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050006	CDS	3	614874	615338	no		conserved membrane protein of unknown function	299.3	0642B	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1050007	CDS	2	615431	616099	no		3'-5' exonuclease domain-containing protein	422.9	08UZF	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050008	CDS	3	616179	616910	no	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	479.2	05CJV	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050009	CDS	-1	616987	617535	no		Cro/Cl family transcriptional regulator	344.7	08SC6	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1050010	CDS	2	617597	618607	no		Permease of the drug/metabolite transporter (DMT) superfamily	570.9	06KUD	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050010	CDS	2	617597	618607	no		Permease of the drug/metabolite transporter (DMT) superfamily	570.9	06KUD	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1050011	CDS	-3	618599	620026	no		FAD-dependent oxidoreductase	936.4	05CJP	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_1050012	CDS	-2	620052	621395	no	puuP	Putrescine importer PuuP	832	05CUB	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050013	CDS	3	621483	621842	no		conserved protein of unknown function	61.2	08U9F	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1050014	CDS	-1	622180	622572	no		Membrane protein	255.8	05RXH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050015	CDS	-3	622601	623230	no		CSD domain-containing protein	405.2	05YG7	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1050016	CDS	-2	623244	624194	no	thrB	Homoserine kinase	620.5	05CUV	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050017	CDS	2	624308	625066	no	hisF	Imidazole glycerol phosphate synthase subunit HisF	495.4	05C0S	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1050018	CDS	-1	625390	626034	no		conserved protein of unknown function	452.2	05J8S	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050019	CDS	1	626149	627147	no		HTH araC/xylS-type domain-containing protein	653.7	05GRV	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1050020	CDS	3	627279	627461	no		water channel AqpZ (fragment)	112.1	COG0580	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1050021	CDS	-1	627544	627789	no		conserved protein of unknown function	162.5	06A80	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1050022	CDS	-3	627866	628522	no		protein of unknown function	414.8	COG1864	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1060002	CDS	-1	630004	631014	no	rlx	Protein rlx	637.9	04SHU	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1060004	CDS	-1	631180	631317	no		protein of unknown function	95.5	051JH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1080001	CDS	-3	632708	633937	no	ureC	Urease subunit alpha	811.6	04SYW	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1080002	CDS	-1	633937	634059	no		protein of unknown function	82.4	04VYN	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1090002	CDS	-2	634887	635891	no	ruvB	Holliday junction branch migration complex subunit RuvB	650.2	05CKJ	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1090003	CDS	-1	636139	636741	no	ruvA	Holliday junction branch migration complex subunit RuvA	379	05KA4	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1090004	CDS	-2	636867	638207	no		Deoxyguanosinetriphosphate triphosphohydrolase-like protein	897.9	05C4Q	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1090005	CDS	1	638644	642480	no	purL	phosphoribosylformylglycinamide synthetase	2528.4	08ETH	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1090007	CDS	1	642949	643719	no		Abortive phage resistance protein	511.5	08SRZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1090008	CDS	2	643724	644038	no		NGG1p interacting factor NIF3	203.8	082EA	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1090010	CDS	-2	644271	645026	no		Nitroreductase family protein	479.2	08T34	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_1090011	CDS	-3	645131	645931	no		Enoyl-CoA hydratase	499.2	08UKI	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_1090012	CDS	1	646036	646605	no		"Nicotinamide-nucleotide adenylyltransferase, NadM family"	377.9	COG1056	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1090013	CDS	2	646649	647245	no		YceI domain-containing protein	361.7	COG2353	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1090014	CDS	-1	647284	648174	no		Transcriptional regulator ArgP	581.6	05CXD	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1090015	CDS	2	648293	648892	no	argO	Arginine exporter protein ArgO	383.3	08ZUB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1100001	CDS	3	649167	649553	no		protein of unknown function	257.3	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1100002	CDS	3	649578	649826	no		protein of unknown function	124	0AZ3N	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1110001	CDS	-3	650405	650704	no		"putative 1,4-dihydroxy-2-naphthoyl-CoA hydrolase"	197.6	04W7F	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_1110002	CDS	-2	650727	651461	no		membrane protein of unknown function	452.2	04T1A	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1120001	CDS	3	651642	652253	no		protein of unknown function	333.6	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1120002	CDS	2	652175	652510	no		protein of unknown function	140.6	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1120003	CDS	3	652515	652682	no		protein of unknown function	110.5	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130001	CDS	-3	652814	653035	no		protein of unknown function	72	6.60E+06	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1130002	CDS	-1	653068	653493	no		exported protein of unknown function	226.5	08PSZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130003	CDS	-2	653601	654482	no	ubiA	4-hydroxybenzoate octaprenyltransferase	581.6	05C4G	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1130004	CDS	-3	654479	654964	no	ubiC	putative chorismate pyruvate-lyase	335.5	COG3161	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1130006	CDS	-1	655417	656832	no	glnA	glutamine synthetase	969.1	05C5F	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1130007	CDS	3	657675	658259	no	pabA	aminodeoxychorismate synthase subunit 2	399.8	05DDQ	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1130008	CDS	1	658276	659322	no	trpD	Anthranilate phosphoribosyltransferase	666.8	08I0Q	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1130009	CDS	2	659339	660145	no	trpC	Indole-3-glycerol phosphate synthase	518.1	05DK0	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1130010	CDS	1	660691	661377	no		DNA mismatch repair protein MutS	439.5	08DG9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130011	CDS	1	661465	662019	no	folE	GTP cyclohydrolase 1 1	360.9	05EUJ	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1130012	CDS	3	662106	662465	no		conserved protein of unknown function	251.5	05SWV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130013	CDS	-3	662522	663898	no		Putative Heme-regulated two-component response regulator	890.2	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1130014	CDS	-2	664095	665978	no		conserved exported protein of unknown function	1233.8	05E8W	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130015	CDS	-2	666048	666518	no		conserved exported protein of unknown function	281.6	08YXK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130016	CDS	-3	666665	667465	no		Integral membrane protein	505.4	05NX3	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130017	CDS	-3	667499	668569	no	hemE	uroporphyrinogen decarboxylase	719.2	05CFZ	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1130018	CDS	3	668772	670013	no		Peptidase	799.7	08QQZ	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1130020	CDS	2	671279	671974	no	yhhW	"Quercetin 2,3-dioxygenase"	475.7	05C2I	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130021	CDS	-3	672053	672406	no		conserved protein of unknown function	213.8	05KA3	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1130022	CDS	-3	672473	673450	no	qorA	NADPH:quinone reductase	606.7	05PEH	C	Energy production and conversion	METABOLISM
